Job Name,Company Name,JD,Skills,Date Posted,YOE,Location,Website,Job Function:,Industry:,Specialization:,Qualification:,Hiring Location:,Role:,Vacancies:
Test Automation Engineer - Python,elektrobit india private limited,"Test Automation Engineer - Python BangaloreAbout Elektrobit Elektrobit is an award-winning and visionary global vendor of embedded and connected software products and services for the automotive industry. A leader in automotive software with over 35 years of serving the industry, Elektrobit's software powers over five billion devices in more than 600 million vehicles and offers flexible, innovative solutions for car infrastructure software, connectivity & security, automated driving and related tools, and user experience. Elektrobit is a wholly-owned, independently-operated subsidiary of Continental.For more information, visit us at elektrobit.comExperience level: 4  YearsRole: Test Automation EngineerResponsibilities Requirement analysis, test design and execution of various features (from different OEMs) in Bootloader productRefine / Design test automation frameworkMonitor the Design, Implement and Execution of Test cases (automated)Scheduling and execution of test related activities (within an agile development process)Pro-active reporting of the produced artefacts (issues, results)Understanding of requirements and behavior of the componentsSetup Test environment and related hardwareFind, report and track errors discovered during the testingRequirements (mandatory) Strong knowledge in Python test automation(mandatory) Experience in Flash bootloader testing including HIS standards, UDS protocol (ISO14229) and OEM specific bootloader requirements(mandatory) knowledge and working experience in serial communication protocolsCAN/LIN/ FlexRay/Ethernet (atleast two)(mandatory) knowledge on Requirements Engineering, Traceability and experience using any of the requirement engineering tools  DOORS, (mandatory) Experience using the measurement/testing tools -CANoe, vFlash, (desired) Knowledge/Working Experience in Scripting languages  Perl, CAPL, ..(desired) knowledge on Quality Management - Automotive SPICE(desired) Experience working in Agile-Scrum/Kanban development process(desired) Understanding and implementation of CI/CD concepts (Continuous Testing, Integration)Understanding of various test levels, test types and international test standardsGood experience with Defect managementYour contact Apply quickly and easily via our job portal, where you can also import your resume data automatically. Further information on development opportunities, corporate culture, and benefits can be found at https://elektrobit.com/careersAny questions?We will be happy to answer your questions; E-mail - Extern.Erri.Akhileswari@elektrobit.comReshmi S Vellimattath","python,testautomation,requirementanalysis,testdesign,execution,testcases,security,testingtools,defectmanagement,perl,infrastructure,agile",Posted few days ago,4 - 7 yrs,Bengaluru / Bangalore,https://jobs.elektrobit.com/,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Quality Assurance/Testing,BE/ B.Tech (Engineering),,,
Test Automation Engineer - Python,elektrobit india private limited,"Test Automation Engineer - Python BangaloreAbout Elektrobit Elektrobit is an award-winning and visionary global vendor of embedded and connected software products and services for the automotive industry. A leader in automotive software with over 35 years of serving the industry, Elektrobit's software powers over five billion devices in more than 600 million vehicles and offers flexible, innovative solutions for car infrastructure software, connectivity & security, automated driving and related tools, and user experience. Elektrobit is a wholly-owned, independently-operated subsidiary of Continental.For more information, visit us at elektrobit.comExperience level: 4  YearsRole: Test Automation EngineerResponsibilities Requirement analysis, test design and execution of various features (from different OEMs) in Bootloader productRefine / Design test automation frameworkMonitor the Design, Implement and Execution of Test cases (automated)Scheduling and execution of test related activities (within an agile development process)Pro-active reporting of the produced artefacts (issues, results)Understanding of requirements and behavior of the componentsSetup Test environment and related hardwareFind, report and track errors discovered during the testingRequirements (mandatory) Strong knowledge in Python test automation(mandatory) Experience in Flash bootloader testing including HIS standards, UDS protocol (ISO14229) and OEM specific bootloader requirements(mandatory) knowledge and working experience in serial communication protocolsCAN/LIN/ FlexRay/Ethernet (atleast two)(mandatory) knowledge on Requirements Engineering, Traceability and experience using any of the requirement engineering tools  DOORS, (mandatory) Experience using the measurement/testing tools -CANoe, vFlash, (desired) Knowledge/Working Experience in Scripting languages  Perl, CAPL, ..(desired) knowledge on Quality Management - Automotive SPICE(desired) Experience working in Agile-Scrum/Kanban development process(desired) Understanding and implementation of CI/CD concepts (Continuous Testing, Integration)Understanding of various test levels, test types and international test standardsGood experience with Defect managementYour contact Apply quickly and easily via our job portal, where you can also import your resume data automatically. Further information on development opportunities, corporate culture, and benefits can be found at https://elektrobit.com/careersAny questions?We will be happy to answer your questions; E-mail - Extern.Erri.Akhileswari@elektrobit.comReshmi S Vellimattath","pythontestautomation,flashbootloadertesting,serialcommunicationprotocols,requirementsengineering,scriptinglanguages,testcases,security,testingtools,defectmanagement,perl,testdesign,infrastructure,agile",Posted few days ago,4 - 7 yrs,Bengaluru / Bangalore,https://jobs.elektrobit.com/,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Quality Assurance/Testing,BE/ B.Tech (Engineering),,,
Test Automation Engineer - Python,elektrobit india private limited,"Test Automation Engineer - Python BangaloreAbout Elektrobit Elektrobit is an award-winning and visionary global vendor of embedded and connected software products and services for the automotive industry. A leader in automotive software with over 35 years of serving the industry, Elektrobit's software powers over five billion devices in more than 600 million vehicles and offers flexible, innovative solutions for car infrastructure software, connectivity & security, automated driving and related tools, and user experience. Elektrobit is a wholly-owned, independently-operated subsidiary of Continental.For more information, visit us at elektrobit.comExperience level: 4  YearsRole: Test Automation EngineerResponsibilities Requirement analysis, test design and execution of various features (from different OEMs) in Bootloader productRefine / Design test automation frameworkMonitor the Design, Implement and Execution of Test cases (automated)Scheduling and execution of test related activities (within an agile development process)Pro-active reporting of the produced artefacts (issues, results)Understanding of requirements and behavior of the componentsSetup Test environment and related hardwareFind, report and track errors discovered during the testingRequirements (mandatory) Strong knowledge in Python test automation(mandatory) Experience in Flash bootloader testing including HIS standards, UDS protocol (ISO14229) and OEM specific bootloader requirements(mandatory) knowledge and working experience in serial communication protocolsCAN/LIN/ FlexRay/Ethernet (atleast two)(mandatory) knowledge on Requirements Engineering, Traceability and experience using any of the requirement engineering tools  DOORS, (mandatory) Experience using the measurement/testing tools -CANoe, vFlash, (desired) Knowledge/Working Experience in Scripting languages  Perl, CAPL, ..(desired) knowledge on Quality Management - Automotive SPICE(desired) Experience working in Agile-Scrum/Kanban development process(desired) Understanding and implementation of CI/CD concepts (Continuous Testing, Integration)Understanding of various test levels, test types and international test standardsGood experience with Defect managementYour contact Apply quickly and easily via our job portal, where you can also import your resume data automatically. Further information on development opportunities, corporate culture, and benefits can be found at https://elektrobit.com/careersAny questions?We will be happy to answer your questions; E-mail - Extern.Erri.Akhileswari@elektrobit.comReshmi S Vellimattath","pythontestautomation,flashbootloadertesting,serialcommunicationprotocols,requirementsengineering,scriptinglanguages,testcases,security,testingtools,defectmanagement,perl,testdesign,infrastructure,agile",Posted few days ago,4 - 7 yrs,Bengaluru / Bangalore,https://jobs.elektrobit.com/,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Quality Assurance/Testing,BE/ B.Tech (Engineering),,,
Test Automation Engineer - Python,elektrobit india private limited,"Test Automation Engineer - Python BangaloreAbout Elektrobit Elektrobit is an award-winning and visionary global vendor of embedded and connected software products and services for the automotive industry. A leader in automotive software with over 35 years of serving the industry, Elektrobit's software powers over five billion devices in more than 600 million vehicles and offers flexible, innovative solutions for car infrastructure software, connectivity & security, automated driving and related tools, and user experience. Elektrobit is a wholly-owned, independently-operated subsidiary of Continental.For more information, visit us at elektrobit.comExperience level: 4  YearsRole: Test Automation EngineerResponsibilities Requirement analysis, test design and execution of various features (from different OEMs) in Bootloader productRefine / Design test automation frameworkMonitor the Design, Implement and Execution of Test cases (automated)Scheduling and execution of test related activities (within an agile development process)Pro-active reporting of the produced artefacts (issues, results)Understanding of requirements and behavior of the componentsSetup Test environment and related hardwareFind, report and track errors discovered during the testingRequirements (mandatory) Strong knowledge in Python test automation(mandatory) Experience in Flash bootloader testing including HIS standards, UDS protocol (ISO14229) and OEM specific bootloader requirements(mandatory) knowledge and working experience in serial communication protocolsCAN/LIN/ FlexRay/Ethernet (atleast two)(mandatory) knowledge on Requirements Engineering, Traceability and experience using any of the requirement engineering tools  DOORS, (mandatory) Experience using the measurement/testing tools -CANoe, vFlash, (desired) Knowledge/Working Experience in Scripting languages  Perl, CAPL, ..(desired) knowledge on Quality Management - Automotive SPICE(desired) Experience working in Agile-Scrum/Kanban development process(desired) Understanding and implementation of CI/CD concepts (Continuous Testing, Integration)Understanding of various test levels, test types and international test standardsGood experience with Defect managementYour contact Apply quickly and easily via our job portal, where you can also import your resume data automatically. Further information on development opportunities, corporate culture, and benefits can be found at https://elektrobit.com/careersAny questions?We will be happy to answer your questions; E-mail - Extern.Erri.Akhileswari@elektrobit.comReshmi S Vellimattath","pythontestautomation,flashbootloadertesting,serialcommunicationprotocols,requirementsengineering,measurement/testingtools,testcases,security,defectmanagement,perl,testdesign,infrastructure,agile",Posted few days ago,4 - 7 yrs,Bengaluru / Bangalore,https://jobs.elektrobit.com/,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Quality Assurance/Testing,BE/ B.Tech (Engineering),,,
Test Automation Engineer - Python,elektrobit india private limited,"Test Automation Engineer - Python BangaloreAbout Elektrobit Elektrobit is an award-winning and visionary global vendor of embedded and connected software products and services for the automotive industry. A leader in automotive software with over 35 years of serving the industry, Elektrobit's software powers over five billion devices in more than 600 million vehicles and offers flexible, innovative solutions for car infrastructure software, connectivity & security, automated driving and related tools, and user experience. Elektrobit is a wholly-owned, independently-operated subsidiary of Continental.For more information, visit us at elektrobit.comExperience level: 4  YearsRole: Test Automation EngineerResponsibilities Requirement analysis, test design and execution of various features (from different OEMs) in Bootloader productRefine / Design test automation frameworkMonitor the Design, Implement and Execution of Test cases (automated)Scheduling and execution of test related activities (within an agile development process)Pro-active reporting of the produced artefacts (issues, results)Understanding of requirements and behavior of the componentsSetup Test environment and related hardwareFind, report and track errors discovered during the testingRequirements (mandatory) Strong knowledge in Python test automation(mandatory) Experience in Flash bootloader testing including HIS standards, UDS protocol (ISO14229) and OEM specific bootloader requirements(mandatory) knowledge and working experience in serial communication protocolsCAN/LIN/ FlexRay/Ethernet (atleast two)(mandatory) knowledge on Requirements Engineering, Traceability and experience using any of the requirement engineering tools  DOORS, (mandatory) Experience using the measurement/testing tools -CANoe, vFlash, (desired) Knowledge/Working Experience in Scripting languages  Perl, CAPL, ..(desired) knowledge on Quality Management - Automotive SPICE(desired) Experience working in Agile-Scrum/Kanban development process(desired) Understanding and implementation of CI/CD concepts (Continuous Testing, Integration)Understanding of various test levels, test types and international test standardsGood experience with Defect managementYour contact Apply quickly and easily via our job portal, where you can also import your resume data automatically. Further information on development opportunities, corporate culture, and benefits can be found at https://elektrobit.com/careersAny questions?We will be happy to answer your questions; E-mail - Extern.Erri.Akhileswari@elektrobit.comReshmi S Vellimattath","pythontestautomation,flashbootloadertesting,serialcommunicationprotocols,requirementsengineering,measurement/testingtools,testcases,security,defectmanagement,perl,testdesign,infrastructure,agile",Posted few days ago,4 - 7 yrs,Bengaluru / Bangalore,https://jobs.elektrobit.com/,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Quality Assurance/Testing,BE/ B.Tech (Engineering),,,
Test Automation Engineer - Python,elektrobit india private limited,"Test Automation Engineer - Python BangaloreAbout Elektrobit Elektrobit is an award-winning and visionary global vendor of embedded and connected software products and services for the automotive industry. A leader in automotive software with over 35 years of serving the industry, Elektrobit's software powers over five billion devices in more than 600 million vehicles and offers flexible, innovative solutions for car infrastructure software, connectivity & security, automated driving and related tools, and user experience. Elektrobit is a wholly-owned, independently-operated subsidiary of Continental.For more information, visit us at elektrobit.comExperience level: 4  YearsRole: Test Automation EngineerResponsibilities Requirement analysis, test design and execution of various features (from different OEMs) in Bootloader productRefine / Design test automation frameworkMonitor the Design, Implement and Execution of Test cases (automated)Scheduling and execution of test related activities (within an agile development process)Pro-active reporting of the produced artefacts (issues, results)Understanding of requirements and behavior of the componentsSetup Test environment and related hardwareFind, report and track errors discovered during the testingRequirements (mandatory) Strong knowledge in Python test automation(mandatory) Experience in Flash bootloader testing including HIS standards, UDS protocol (ISO14229) and OEM specific bootloader requirements(mandatory) knowledge and working experience in serial communication protocolsCAN/LIN/ FlexRay/Ethernet (atleast two)(mandatory) knowledge on Requirements Engineering, Traceability and experience using any of the requirement engineering tools  DOORS, (mandatory) Experience using the measurement/testing tools -CANoe, vFlash, (desired) Knowledge/Working Experience in Scripting languages  Perl, CAPL, ..(desired) knowledge on Quality Management - Automotive SPICE(desired) Experience working in Agile-Scrum/Kanban development process(desired) Understanding and implementation of CI/CD concepts (Continuous Testing, Integration)Understanding of various test levels, test types and international test standardsGood experience with Defect managementYour contact Apply quickly and easily via our job portal, where you can also import your resume data automatically. Further information on development opportunities, corporate culture, and benefits can be found at https://elektrobit.com/careersAny questions?We will be happy to answer your questions; E-mail - Extern.Erri.Akhileswari@elektrobit.comReshmi S Vellimattath","pythontestautomation,flashbootloadertesting,serialcommunicationprotocols(can/lin/flexray/ethernet),requirementsengineering,measurement/testingtools,scriptinglanguages(perl/capl),qualitymanagement,agilescrum/kanbandevelopmentprocess,ci/cdconcepts,defectmanagement",Posted few days ago,4 - 7 yrs,Bengaluru / Bangalore,https://jobs.elektrobit.com/,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Quality Assurance/Testing,BE/ B.Tech (Engineering),,,
Test Automation Engineer - Python,elektrobit india private limited,"Test Automation Engineer - Python BangaloreAbout Elektrobit Elektrobit is an award-winning and visionary global vendor of embedded and connected software products and services for the automotive industry. A leader in automotive software with over 35 years of serving the industry, Elektrobit's software powers over five billion devices in more than 600 million vehicles and offers flexible, innovative solutions for car infrastructure software, connectivity & security, automated driving and related tools, and user experience. Elektrobit is a wholly-owned, independently-operated subsidiary of Continental.For more information, visit us at elektrobit.comExperience level: 4  YearsRole: Test Automation EngineerResponsibilities Requirement analysis, test design and execution of various features (from different OEMs) in Bootloader productRefine / Design test automation frameworkMonitor the Design, Implement and Execution of Test cases (automated)Scheduling and execution of test related activities (within an agile development process)Pro-active reporting of the produced artefacts (issues, results)Understanding of requirements and behavior of the componentsSetup Test environment and related hardwareFind, report and track errors discovered during the testingRequirements (mandatory) Strong knowledge in Python test automation(mandatory) Experience in Flash bootloader testing including HIS standards, UDS protocol (ISO14229) and OEM specific bootloader requirements(mandatory) knowledge and working experience in serial communication protocolsCAN/LIN/ FlexRay/Ethernet (atleast two)(mandatory) knowledge on Requirements Engineering, Traceability and experience using any of the requirement engineering tools  DOORS, (mandatory) Experience using the measurement/testing tools -CANoe, vFlash, (desired) Knowledge/Working Experience in Scripting languages  Perl, CAPL, ..(desired) knowledge on Quality Management - Automotive SPICE(desired) Experience working in Agile-Scrum/Kanban development process(desired) Understanding and implementation of CI/CD concepts (Continuous Testing, Integration)Understanding of various test levels, test types and international test standardsGood experience with Defect managementYour contact Apply quickly and easily via our job portal, where you can also import your resume data automatically. Further information on development opportunities, corporate culture, and benefits can be found at https://elektrobit.com/careersAny questions?We will be happy to answer your questions; E-mail - Extern.Erri.Akhileswari@elektrobit.comReshmi S Vellimattath","python,testautomation,requirementanalysis,testdesign,testexecution,flashbootloadertesting,serialcommunicationprotocols,can/lin/flexray/ethernet,requirementsengineering,traceability,measurement/testingtools,scriptinglanguages,qualitymanagement,agilescrum/kanban,ci/cdconc",Posted few days ago,4 - 7 yrs,Bengaluru / Bangalore,https://jobs.elektrobit.com/,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Quality Assurance/Testing,BE/ B.Tech (Engineering),,,
DevOps - Python / Kubernetes,Benchire,":Reporting to the IT Systems Manager, the DevOps Engineer is a position based in and of Client's Offices in Bangalore.Responsibilities: Deploy, automate, maintain, manage and optimize cloud/on-premise infrastructure and ensure availability, performance, scalability, and security of production systems. Design, test, implement continuous integration and deployment pipelines using GitLab CI, Jenkins, etc. Perform security, performance, availability audits/assessments, assist with hardening servers and systems against attacks. Troubleshoot production issues, source code management, and deployment issues Install, configure and maintain Windows and Linux server software Create and maintain documentation on configuration, troubleshooting, design, etc. Work in partnership with the IT team to align Information Technology with the overall client direction, strategy, and vision.Essential qualifications: Bachelor's degree in IT/ Computer science/ related fields. 3 to 5 years of experience with monitoring, troubleshooting, and diagnosing infrastructure systems. Strong experience with Google Cloud Compute(GCP). Significant experience in Linux/Unix administration. Experience with automation/configuration management using Puppet, Chef, Ansible, Terraform, or other similar tools. Working knowledge on HashiCorp Vault & Consul is desirable. Strong experience in source code management, CI/CD tools. Expertise in multiple coding and scripting languages including Shell and/or Python, PowerShell. Hands on experience to build and administer VMs and Containers using tools such as Docker, Vagrant, Kubernetes. Professional Certificates in AWS, RHCE, DevOps will be a plus Excellent problem solving and troubleshooting skills. Good written and verbal communication skills. This position requires some weekend and evening assignments as well as availability during off-hours for participation in scheduled and unscheduled activities.","CloudInfrastructure,ContinuousIntegration,SourceCodeManagement,Linux/UnixAdministration,Automation/ConfigurationManagement,informationtechnology,docker,security,devops,linux,vms,python,unixadministration,problemsolving,windows,infrastructure",Posted few days ago,3 - 5 yrs,Bengaluru / Bangalore,https://www.benchire.com/jobs/,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,BE/ B.Tech (Engineering),,,
Test Automation Engineer - Python,elektrobit india private limited,"Test Automation Engineer - Python BangaloreAbout Elektrobit Elektrobit is an award-winning and visionary global vendor of embedded and connected software products and services for the automotive industry. A leader in automotive software with over 35 years of serving the industry, Elektrobit's software powers over five billion devices in more than 600 million vehicles and offers flexible, innovative solutions for car infrastructure software, connectivity & security, automated driving and related tools, and user experience. Elektrobit is a wholly-owned, independently-operated subsidiary of Continental.For more information, visit us at elektrobit.comExperience level: 4  YearsRole: Test Automation EngineerResponsibilities Requirement analysis, test design and execution of various features (from different OEMs) in Bootloader productRefine / Design test automation frameworkMonitor the Design, Implement and Execution of Test cases (automated)Scheduling and execution of test related activities (within an agile development process)Pro-active reporting of the produced artefacts (issues, results)Understanding of requirements and behavior of the componentsSetup Test environment and related hardwareFind, report and track errors discovered during the testingRequirements (mandatory) Strong knowledge in Python test automation(mandatory) Experience in Flash bootloader testing including HIS standards, UDS protocol (ISO14229) and OEM specific bootloader requirements(mandatory) knowledge and working experience in serial communication protocolsCAN/LIN/ FlexRay/Ethernet (atleast two)(mandatory) knowledge on Requirements Engineering, Traceability and experience using any of the requirement engineering tools  DOORS, (mandatory) Experience using the measurement/testing tools -CANoe, vFlash, (desired) Knowledge/Working Experience in Scripting languages  Perl, CAPL, ..(desired) knowledge on Quality Management - Automotive SPICE(desired) Experience working in Agile-Scrum/Kanban development process(desired) Understanding and implementation of CI/CD concepts (Continuous Testing, Integration)Understanding of various test levels, test types and international test standardsGood experience with Defect managementYour contact Apply quickly and easily via our job portal, where you can also import your resume data automatically. Further information on development opportunities, corporate culture, and benefits can be found at https://elektrobit.com/careersAny questions?We will be happy to answer your questions; E-mail - Extern.Erri.Akhileswari@elektrobit.comReshmi S Vellimattath","pythontestautomation,flashbootloadertesting,serialcommunicationprotocols,requirementsengineering,agilescrum/kanbandevelopmentprocess,testcases,security,testingtools,defectmanagement,perl,testdesign,infrastructure",Posted few days ago,4 - 7 yrs,Bengaluru / Bangalore,https://jobs.elektrobit.com/,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Quality Assurance/Testing,BE/ B.Tech (Engineering),,,
Python Developer  ( Django ),Digimonk Technologies,"At least 1  years experience as Python developerProficient with Django or Flask Framework and MongoDBHave good database structures and algorithm platformKnowledge about OOPS, MVC, RESTful APIKnowledge about HTML, CSS, JavaScript, AngularJS, ActiveJS, NodeJS, JQuery is an advantageHave experiences using GIT, SVNUse fluently one of relation database administration: Oracle, MySQL, SQL Server, PostgreSQLResponsibilities and DutiesExperience in debugging code.Develop record and maintain cutting edge web-based applications on portal plus premium service platforms.Ensure HTML, CSS, and shared JavaScript is valid and consistent across applications.Interface with customer and internal teams to gather requirements and develop software solutions.Required Experience, Skills and QualificationsMinimum 1 YearsMust have strong knowledge of PythonFrameworkKnowledge of Artificial Intelligence or Machine Learning added advantageKnowledge of JS like (Angular, Node, React, Vue) PreferedHaving additional knowledge about AWS awesome","css,jquery,artificialintelligence,database,git,postgresql,oops,debugging,html,mysql,mvc,api,mongodb,python,oracle,svn,machinelearning,javascript,django,angularjs",Posted few days ago,1 - 4 yrs,Gwalior,https://digimonk.in/,IT Software : Software Products & Services,"Telecom,  IT-Hardware/Networking",Software Engineer,"MCA/ PGDCA
                    
                    
                  

                    BE/ B.Tech (Engineering)",,,
Test Automation Engineer - Python,elektrobit india private limited,"Test Automation Engineer - Python BangaloreAbout Elektrobit Elektrobit is an award-winning and visionary global vendor of embedded and connected software products and services for the automotive industry. A leader in automotive software with over 35 years of serving the industry, Elektrobit's software powers over five billion devices in more than 600 million vehicles and offers flexible, innovative solutions for car infrastructure software, connectivity & security, automated driving and related tools, and user experience. Elektrobit is a wholly-owned, independently-operated subsidiary of Continental.For more information, visit us at elektrobit.comExperience level: 4  YearsRole: Test Automation EngineerResponsibilities Requirement analysis, test design and execution of various features (from different OEMs) in Bootloader productRefine / Design test automation frameworkMonitor the Design, Implement and Execution of Test cases (automated)Scheduling and execution of test related activities (within an agile development process)Pro-active reporting of the produced artefacts (issues, results)Understanding of requirements and behavior of the componentsSetup Test environment and related hardwareFind, report and track errors discovered during the testingRequirements (mandatory) Strong knowledge in Python test automation(mandatory) Experience in Flash bootloader testing including HIS standards, UDS protocol (ISO14229) and OEM specific bootloader requirements(mandatory) knowledge and working experience in serial communication protocolsCAN/LIN/ FlexRay/Ethernet (atleast two)(mandatory) knowledge on Requirements Engineering, Traceability and experience using any of the requirement engineering tools  DOORS, (mandatory) Experience using the measurement/testing tools -CANoe, vFlash, (desired) Knowledge/Working Experience in Scripting languages  Perl, CAPL, ..(desired) knowledge on Quality Management - Automotive SPICE(desired) Experience working in Agile-Scrum/Kanban development process(desired) Understanding and implementation of CI/CD concepts (Continuous Testing, Integration)Understanding of various test levels, test types and international test standardsGood experience with Defect managementYour contact Apply quickly and easily via our job portal, where you can also import your resume data automatically. Further information on development opportunities, corporate culture, and benefits can be found at https://elektrobit.com/careersAny questions?We will be happy to answer your questions; E-mail - Extern.Erri.Akhileswari@elektrobit.comReshmi S Vellimattath","pythontestautomation,flashbootloadertesting,serialcommunicationprotocols,requirementsengineering,measurement/testingtools,testcases,security,defectmanagement,perl,testdesign,infrastructure,agile",Posted few days ago,4 - 7 yrs,Bengaluru / Bangalore,https://jobs.elektrobit.com/,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Quality Assurance/Testing,BE/ B.Tech (Engineering),,,
Test Automation Engineer - Python,elektrobit india private limited,"Test Automation Engineer - Python BangaloreAbout Elektrobit Elektrobit is an award-winning and visionary global vendor of embedded and connected software products and services for the automotive industry. A leader in automotive software with over 35 years of serving the industry, Elektrobit's software powers over five billion devices in more than 600 million vehicles and offers flexible, innovative solutions for car infrastructure software, connectivity & security, automated driving and related tools, and user experience. Elektrobit is a wholly-owned, independently-operated subsidiary of Continental.For more information, visit us at elektrobit.comExperience level: 4  YearsRole: Test Automation EngineerResponsibilities Requirement analysis, test design and execution of various features (from different OEMs) in Bootloader productRefine / Design test automation frameworkMonitor the Design, Implement and Execution of Test cases (automated)Scheduling and execution of test related activities (within an agile development process)Pro-active reporting of the produced artefacts (issues, results)Understanding of requirements and behavior of the componentsSetup Test environment and related hardwareFind, report and track errors discovered during the testingRequirements (mandatory) Strong knowledge in Python test automation(mandatory) Experience in Flash bootloader testing including HIS standards, UDS protocol (ISO14229) and OEM specific bootloader requirements(mandatory) knowledge and working experience in serial communication protocolsCAN/LIN/ FlexRay/Ethernet (atleast two)(mandatory) knowledge on Requirements Engineering, Traceability and experience using any of the requirement engineering tools  DOORS, (mandatory) Experience using the measurement/testing tools -CANoe, vFlash, (desired) Knowledge/Working Experience in Scripting languages  Perl, CAPL, ..(desired) knowledge on Quality Management - Automotive SPICE(desired) Experience working in Agile-Scrum/Kanban development process(desired) Understanding and implementation of CI/CD concepts (Continuous Testing, Integration)Understanding of various test levels, test types and international test standardsGood experience with Defect managementYour contact Apply quickly and easily via our job portal, where you can also import your resume data automatically. Further information on development opportunities, corporate culture, and benefits can be found at https://elektrobit.com/careersAny questions?We will be happy to answer your questions; E-mail - Extern.Erri.Akhileswari@elektrobit.comReshmi S Vellimattath","pythontestautomation,flashbootloadertesting,serialcommunicationprotocols,requirementsengineering,measurement/testingtools,testcases,security,defectmanagement,perl,testdesign,infrastructure,agile",Posted few days ago,4 - 7 yrs,Bengaluru / Bangalore,https://jobs.elektrobit.com/,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Quality Assurance/Testing,BE/ B.Tech (Engineering),,,
Test Automation Engineer - Python,elektrobit india private limited,"Test Automation Engineer - Python BangaloreAbout Elektrobit Elektrobit is an award-winning and visionary global vendor of embedded and connected software products and services for the automotive industry. A leader in automotive software with over 35 years of serving the industry, Elektrobit's software powers over five billion devices in more than 600 million vehicles and offers flexible, innovative solutions for car infrastructure software, connectivity & security, automated driving and related tools, and user experience. Elektrobit is a wholly-owned, independently-operated subsidiary of Continental.For more information, visit us at elektrobit.comExperience level: 4  YearsRole: Test Automation EngineerResponsibilities Requirement analysis, test design and execution of various features (from different OEMs) in Bootloader productRefine / Design test automation frameworkMonitor the Design, Implement and Execution of Test cases (automated)Scheduling and execution of test related activities (within an agile development process)Pro-active reporting of the produced artefacts (issues, results)Understanding of requirements and behavior of the componentsSetup Test environment and related hardwareFind, report and track errors discovered during the testingRequirements (mandatory) Strong knowledge in Python test automation(mandatory) Experience in Flash bootloader testing including HIS standards, UDS protocol (ISO14229) and OEM specific bootloader requirements(mandatory) knowledge and working experience in serial communication protocolsCAN/LIN/ FlexRay/Ethernet (atleast two)(mandatory) knowledge on Requirements Engineering, Traceability and experience using any of the requirement engineering tools  DOORS, (mandatory) Experience using the measurement/testing tools -CANoe, vFlash, (desired) Knowledge/Working Experience in Scripting languages  Perl, CAPL, ..(desired) knowledge on Quality Management - Automotive SPICE(desired) Experience working in Agile-Scrum/Kanban development process(desired) Understanding and implementation of CI/CD concepts (Continuous Testing, Integration)Understanding of various test levels, test types and international test standardsGood experience with Defect managementYour contact Apply quickly and easily via our job portal, where you can also import your resume data automatically. Further information on development opportunities, corporate culture, and benefits can be found at https://elektrobit.com/careersAny questions?We will be happy to answer your questions; E-mail - Extern.Erri.Akhileswari@elektrobit.comReshmi S Vellimattath","pythontestautomation,flashbootloadertesting,serialcommunicationprotocols,requirementsengineering,qualitymanagement,testcases,security,testingtools,defectmanagement,perl,testdesign,infrastructure,agile",Posted few days ago,4 - 7 yrs,Bengaluru / Bangalore,https://jobs.elektrobit.com/,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Quality Assurance/Testing,BE/ B.Tech (Engineering),,,
